149,149
0,5.0206,9.89068,13.0469,17.1365,20.5381,24.1984,32.0264,39.2097,48.3199,54.03,60.0348,67.2989,74.4,83.1087,92.036,101.637,110.328,118.429,128.219,138.069,145.289,154.244,163.249,170.52,179.532,189.419,188.685,185.765,182.824,179.94,177.055,182.682,184.508,188.492,192.573,180.964,177.864,176.05,174.389,171.34,168.014,164.978,162.025,158.894,154.881,151.898,148.059,143.955,139.943,135.99,131.246,127.364,123.657,119.095,116.313,111.151,106.614,102.123,99.3715,96.6537,159.855,163.813,168.667,174.435,177.661,179.371,179.315,184.249,185.099,189.137,190.049,191.771,194.024,192.577,218.223,217.292,210.594,211.463,210.544,213.673,214.627,218.024,217.126,215.315,214.806,213.502,213.063,211.62,213.425,215.197,217.001,217.905,216.951,217.797,215.134,214.627,213.28,211.516,209.727,208.436,205.34,202.055,204.734,204.793,200.775,199.815,194.967,194.967,198.157,196.51,199.615,202.818,205.967,209.568,207.634,208.602,205.327,203.372,197.596,195.671,198.781,200.56,203.625,206.539,209.488,212.699,214.374,217.462,219.615,218.51,217.59,218.247,219.099,218.272,217.241,218.125,218.873,218.093,217.261,216.502,214.999,214.123,213.189,211.372,214.262,217.407,219.426,220.256
5.0206,0,5.11922,8.11187,12.1526,15.5255,19.2351,27.0352,34.2091,43.3555,49.0404,55.0702,62.3164,69.4204,78.134,87.0661,96.6706,105.363,113.47,123.269,133.122,140.346,149.296,158.305,165.574,174.59,184.474,183.74,180.814,177.878,174.989,172.105,177.732,179.559,183.543,187.626,176.016,172.916,171.1,169.444,166.396,163.07,160.036,157.089,153.957,149.951,146.973,143.139,139.04,135.028,131.086,126.348,122.473,118.78,114.235,111.47,106.342,101.829,97.3647,94.6379,91.9476,154.889,158.853,163.712,169.486,172.704,174.418,174.372,179.301,180.161,184.194,185.107,186.844,189.086,187.635,213.294,212.371,205.654,206.531,205.612,208.742,209.687,213.063,212.164,210.358,209.852,208.544,208.104,206.669,208.474,210.246,212.051,212.955,212.004,212.859,210.196,209.692,208.35,206.587,204.798,203.493,200.392,197.133,199.803,199.853,195.834,194.883,190.025,190.037,193.212,191.561,194.666,197.872,201.021,204.623,202.69,203.664,200.396,198.441,192.65,190.733,193.844,195.622,198.691,201.61,204.564,207.762,209.44,212.522,214.657,213.552,212.637,213.297,214.149,213.318,212.288,213.173,213.918,213.135,212.305,211.553,210.056,209.181,208.251,206.432,209.369,212.508,214.522,215.35
9.89068,5.11922,0,3.28586,7.42445,11.0308,14.8266,22.3949,29.5387,38.5746,44.2955,50.2662,57.5582,64.6409,73.309,82.2181,91.803,100.489,108.585,118.372,128.224,135.442,144.399,153.402,160.674,169.685,179.57,178.881,175.967,173.044,170.169,167.3,172.835,174.663,178.645,182.724,171.115,168.017,166.201,164.542,161.497,158.166,155.135,152.187,149.063,145.051,142.078,138.252,134.151,130.148,126.202,121.474,117.614,113.937,109.413,106.667,101.578,97.0921,92.6613,89.9631,87.3052,150.017,153.971,158.827,164.592,167.82,169.53,169.477,174.406,175.259,179.293,180.21,181.925,184.183,182.771,208.362,207.433,200.755,201.612,200.702,203.837,204.783,208.179,207.28,205.464,204.957,203.655,203.215,201.773,203.579,205.355,207.155,208.054,207.097,207.941,205.274,204.773,203.421,201.654,199.865,198.581,195.487,192.203,194.898,194.954,190.936,189.974,185.128,185.108,188.301,186.657,189.76,192.963,196.112,199.715,197.778,198.743,195.466,193.513,187.748,185.857,188.966,190.744,193.805,196.713,199.658,202.872,204.542,207.627,209.825,208.716,207.79,208.435,209.281,208.457,207.419,208.303,209.044,208.265,207.431,206.658,205.15,204.275,203.338,201.519,204.483,207.623,209.636,210.463
13.0469,8.11187,3.28586,0,4.14251,7.75387,11.6051,19.1308,26.2722,35.3516,41.0543,47.0498,54.3247,61.4159,70.0979,79.015,88.6104,97.304,105.406,115.205,125.06,132.282,141.233,150.24,157.51,166.524,176.406,175.711,172.789,169.869,166.986,164.115,169.656,171.485,175.467,179.549,167.937,164.838,163.021,161.364,158.32,154.99,151.961,149.016,145.891,141.885,138.915,135.092,130.996,126.992,123.056,118.332,114.476,110.809,106.296,103.562,98.4972,94.0283,89.6179,86.9379,84.3008,146.835,150.796,155.659,161.431,164.648,166.364,166.321,171.246,172.109,176.138,177.056,178.787,181.035,179.605,205.221,204.302,197.603,198.47,197.56,200.695,201.632,205.003,204.104,202.292,201.788,200.482,200.043,198.609,200.415,202.191,203.991,204.891,203.938,204.791,202.124,201.627,200.28,198.513,196.724,195.425,192.326,189.071,191.756,191.802,187.783,186.831,181.975,181.966,185.143,183.481,186.585,189.789,192.94,196.543,194.609,195.584,192.314,190.363,184.582,182.697,185.806,187.584,190.65,193.565,196.517,199.718,201.391,204.471,206.64,205.532,204.611,205.262,206.107,205.279,204.244,205.128,205.867,205.084,204.251,203.485,201.98,201.106,200.173,198.353,201.356,204.491,206.501,207.326
17.1365,12.1526,7.42445,4.14251,0,3.71442,7.69335,15.0258,22.1479,31.2755,36.9481,42.973,50.2264,57.3231,66.0141,74.9376,84.5402,93.2385,101.346,111.156,121.015,128.24,137.186,146.196,153.464,162.482,172.36,171.663,168.734,165.818,162.928,160.057,165.599,167.429,171.412,175.496,163.881,160.783,158.965,157.311,154.269,150.939,147.912,144.971,141.846,137.846,134.881,131.064,126.973,122.97,119.044,114.328,110.479,106.826,102.33,99.6139,94.5845,90.141,85.7613,83.1083,80.5021,142.769,146.736,151.606,157.384,160.593,162.313,162.281,167.201,168.075,172.099,173.018,174.764,177.001,175.561,201.195,200.285,193.566,194.443,193.533,196.668,197.595,200.941,200.043,198.235,197.735,196.424,195.984,194.559,196.365,198.141,199.943,200.842,199.893,200.755,198.088,197.595,196.253,194.487,192.697,191.384,188.28,185.054,187.728,187.765,183.745,182.803,177.937,177.939,181.101,179.426,182.53,185.737,188.888,192.493,190.561,191.544,188.281,186.332,180.535,178.657,181.766,183.544,186.614,189.536,192.495,195.682,197.358,200.432,202.577,201.47,200.552,201.209,202.053,201.221,200.188,201.072,201.808,201.022,200.19,199.432,197.933,197.058,196.13,194.309,197.358,200.487,202.492,203.316
20.5381,15.5255,11.0308,7.75387,3.71442,0,4.21864,11.5755,18.708,27.9581,33.59,39.6665,46.8688,53.9924,62.7307,71.6725,81.3069,90.029,98.1451,107.98,117.843,125.072,134.006,143.021,150.28,159.302,169.172,168.452,165.501,162.587,159.675,156.794,162.364,164.196,168.18,172.268,160.646,157.546,155.726,154.074,151.032,147.709,144.681,141.743,138.616,134.629,131.665,127.851,123.771,119.766,115.858,111.145,107.299,103.655,99.1712,96.4674,91.4638,87.0379,82.6801,80.0474,77.4647,139.558,143.54,148.424,154.216,157.402,159.135,159.126,164.035,164.933,168.946,169.865,171.646,173.86,172.361,198.066,197.176,190.415,191.313,190.403,193.538,194.445,197.735,196.835,195.037,194.546,193.225,192.785,191.379,193.186,194.962,196.764,197.664,196.724,197.606,194.939,194.456,193.124,191.358,189.569,188.224,185.108,181.947,184.598,184.614,180.594,179.673,174.784,174.81,177.939,176.199,179.304,182.514,185.667,189.274,187.349,188.358,185.114,183.173,177.341,175.469,178.579,180.357,183.438,186.378,189.356,192.513,194.198,197.262,199.326,198.225,197.317,197.99,198.834,197.993,196.967,197.851,198.585,197.791,196.959,196.212,194.717,193.842,192.924,191.102,194.213,197.332,199.334,200.157
24.1984,19.2351,14.8266,11.6051,7.69335,4.21864,0,8.11187,15.2656,24.4283,30.1828,36.1632,43.3851,50.5569,59.3633,68.307,78.0139,86.8137,94.9182,104.781,114.651,121.87,130.793,139.801,147.039,156.057,165.91,165.189,162.202,159.302,156.354,153.461,158.948,160.784,164.775,168.858,157.216,154.111,152.286,150.62,147.573,144.266,141.235,138.28,135.159,131.178,128.212,124.392,120.333,116.335,112.437,107.717,103.885,100.242,95.7599,93.0622,88.0717,83.6504,79.3006,76.6797,74.1117,136.357,140.354,145.267,151.073,154.222,155.98,156.009,160.893,161.828,165.816,166.747,168.552,170.753,169.123,194.916,194.057,187.296,188.194,187.305,190.45,191.316,194.515,193.615,191.816,191.344,190.013,189.573,188.197,190.005,191.792,193.584,194.474,193.543,194.445,191.769,191.316,189.984,188.208,186.418,185.052,181.925,178.851,181.512,181.495,177.475,176.577,171.666,171.67,174.764,172.794,175.904,179.108,182.267,185.879,183.971,185.041,181.825,179.912,174.065,172.233,175.344,177.123,180.216,183.187,186.196,189.322,191.016,194.069,196.02,194.936,194.026,194.717,195.551,194.699,193.681,194.566,195.297,194.484,193.642,192.865,191.332,190.456,189.546,187.721,190.942,194.043,196.053,196.876
32.0264,27.0352,22.3949,19.1308,15.0258,11.5755,8.11187,0,7.21959,16.4283,22.1045,28.1397,35.3443,42.4952,51.2826,60.2313,69.9277,78.7299,86.831,96.6901,106.558,113.775,122.701,131.708,138.946,147.964,157.821,157.088,154.107,151.205,148.266,145.378,150.904,152.736,156.725,160.812,149.182,146.079,144.259,142.601,139.551,136.242,133.21,130.266,127.139,123.162,120.198,116.386,112.325,108.331,104.444,99.7427,95.9189,92.3124,87.8646,85.2009,80.2918,75.9393,71.6741,69.1285,66.6478,128.305,132.309,137.221,143.027,146.157,147.927,147.957,152.847,153.776,157.77,158.689,160.496,162.708,161.018,186.871,186.019,179.244,180.148,179.259,182.399,183.258,186.46,185.561,183.761,183.288,181.958,181.518,180.135,181.938,183.725,185.518,186.412,185.496,186.393,183.717,183.275,181.938,180.163,178.373,176.994,173.867,170.796,173.462,173.437,169.418,168.532,163.608,163.613,166.712,164.75,167.858,171.066,174.22,177.828,175.915,176.967,173.746,171.827,165.977,164.128,167.24,169.019,172.111,175.081,178.091,181.218,182.914,185.97,187.93,186.842,185.931,186.619,187.455,186.606,185.587,186.472,187.207,186.397,185.557,184.791,183.274,182.399,181.488,179.667,182.951,186.045,188.044,188.858
39.2097,34.2091,29.5387,26.2722,22.1479,18.708,15.2656,7.21959,0,9.48281,14.952,21.0645,28.193,35.3443,44.1298,53.0802,62.7774,71.5799,79.6856,89.5576,99.4264,106.647,115.561,124.572,131.807,140.827,150.679,149.955,146.968,144.078,141.134,138.252,143.76,145.594,149.581,153.671,142.042,138.94,137.119,135.468,132.423,129.112,126.086,123.154,120.028,116.063,113.112,109.315,105.264,101.275,97.4117,92.7334,88.9314,85.3664,80.9715,78.3591,73.5583,69.2905,65.1301,62.6759,60.3009,121.137,125.148,130.068,135.881,138.998,140.774,140.818,145.7,146.644,150.63,151.55,153.378,155.575,153.887,179.742,178.903,172.103,173.019,172.131,175.271,176.117,179.289,178.389,176.594,176.126,174.79,174.35,172.977,174.781,176.568,178.361,179.255,178.344,179.252,176.577,176.14,174.81,173.035,171.246,169.848,166.715,163.683,166.335,166.297,162.278,161.405,156.469,156.487,159.566,157.605,160.712,163.924,167.079,170.688,168.775,169.833,166.62,164.702,158.832,157.002,160.112,161.891,164.987,167.962,170.977,174.086,175.784,178.831,180.777,179.687,178.782,179.473,180.306,179.454,178.435,179.32,180.048,179.236,178.398,177.643,176.136,175.262,174.356,172.534,175.902,178.987,180.976,181.787
48.3199,43.3555,38.5746,35.3516,31.2755,27.9581,24.4283,16.4283,9.48281,0,6.30524,11.7484,19.1132,26.2649,35.046,43.9595,53.7232,62.6339,70.6908,80.5618,90.4294,97.6197,106.539,115.527,122.741,131.746,141.587,140.895,137.893,135.023,132.067,129.192,134.542,136.376,140.368,144.449,132.81,129.703,127.884,126.214,123.16,119.86,116.825,113.874,110.757,106.784,103.829,100.029,95.9921,92.0243,88.1634,83.4937,79.7269,76.203,71.8458,69.2789,64.5919,60.4188,56.384,54.0505,51.8204,112.242,116.26,121.203,127.013,130.082,131.894,131.964,136.827,137.787,141.755,142.682,144.492,146.72,144.845,170.789,169.975,163.232,164.118,163.268,166.419,167.22,170.34,169.44,167.627,167.175,165.84,165.4,164.038,165.837,167.642,169.417,170.299,169.405,170.308,167.615,167.226,165.873,164.081,162.292,160.896,157.763,154.775,157.488,157.422,153.405,152.548,147.598,147.538,150.62,148.392,151.504,154.706,157.862,161.473,159.569,160.662,157.459,155.57,149.728,147.942,151.053,152.833,155.929,158.923,161.959,165.068,166.767,169.817,171.726,170.649,169.724,170.411,171.23,170.379,169.358,170.244,170.976,170.15,169.296,168.482,166.923,166.048,165.14,163.319,166.85,169.91,171.905,172.707
